page_id,total_engagement.march2016,total_engagement.march2017,political_category,page_name,fan_count,growth_category
229812467461262,,13.0,right,Big League Politics,2993,grown_right
235880153440564,,4.0,right,Total Conservative,466,grown_right
239225158893,,4703.0,right,Vision to America,14112,grown_right
248468565222626,,596.0,left,Information Clearing House,2455,grown_left
255358528223922,,984.0,right,The Political Herald,8199,grown_right
256185128065500,,12127.0,right,US News Feed,17850,grown_right
269815666696444,,133070.0,right,Conservative Nation,98095,grown_right
283521255350943,,41.0,right,Analog Politics,1411,grown_right
303920943326669,,414593.0,right,Jayda Fransen,198024,grown_right
305147709883415,,3706.0,left,Counter Propa,2583,grown_left
306406853053018,,408787.0,left,Mean Left Hook Politics,85878,grown_left
322521158087556,,4516.0,right,US INFO News,15463,grown_right
363572153995471,,123144.0,left,Progressive Liberal,96461,grown_left
372220329789295,,349.0,right,Daily News,4346,grown_right
372907709740736,,43.0,left,ThePopulist.buzz,214,grown_left
406726216017535,,30401.0,right,Independent Journal Review,444677,grown_right
408532246163750,,13.0,right,Trump's for America,183,grown_right
445073642279965,,75.0,right,Political Outcast,8218,grown_right
462215667303888,,30131.0,left,Vessel News,11240,grown_left
507165509486196,,534156.0,right,Hillary for Prison,1289998,grown_right
511928619002683,,699516.0,right,DC Statesman,383626,grown_right
515629708825640,,48.0,right,Usa Politics AllNews,941,grown_right
520289594804628,,1553362.0,right,TruthFeed,654198,grown_right
522359791285231,,1058.0,right,American Greatness,11626,grown_right
544518465756524,,11746.0,right,Today-News-24,11036,grown_right
552194911539549,,46623.0,right,Stand With Liberty,1408944,grown_right
590630060984225,,301691.0,right,Conservative Army,128056,grown_right
592074077639509,,1772735.0,right,Donald Trump Is Our President,3069603,grown_right
607019026153835,,19968.0,right,U.S. Politics,49955,grown_right
610045389164725,,2371347.0,left,Liberal American,2111339,grown_left
634446283374728,,3.0,left,Restore American Glory,303,grown_left
667824596689766,,471815.0,right,USA Supreme,202599,grown_right
704811763010803,,1181034.0,left,Left Scoop,498243,grown_left
706919156150156,,85103.0,right,CSC Media Group US,13465,grown_right
729272437222215,,665487.0,left,Justice Writers,204229,grown_left
776713152468040,,1249601.0,left,In Democrats We Trust,641395,grown_left
822016851270450,,379466.0,right,The Trump Media,63551,grown_right
824651571003336,,243.0,right,SpartaReport,3054,grown_right
879418882166765,,541.0,right,Today Politics,242094,grown_right
903791689730369,,47442.0,right,Excalibur News,38453,grown_right
945145548946376,,252.0,right,Think Right Politics,1591,grown_right
956112704484286,,3158.0,right,American Update,33825,grown_right
993293174040189,,1030424.0,right,Pro-America News,298593,grown_right
